O2,CH4,O3,H2O,OH,H2,CO,T_time,alt,rh,time,O2_flux,ri_flux,change_during_glaciations
2.2396001980507056e-13,0.00013991128967778962,9.295482571573497e-19,0.0034267635618882163,2.0994735207376334e-15,0.00016377623920837454,2.848879792828537e-06,274.47150629051606,325000.0,0.35,1261440000000000.0,1354666666666.6665,33000000000.0,True
3.604791262132735e-14,0.00013990714147878804,1.5761461307338812e-19,0.002866642379968216,2.207578639279151e-15,0.00016378781033115557,2.8531879938037873e-06,271.40973663360654,375000.0,0.35,1261440000000000.0,1354666666666.6665,33000000000.0,True
1.6638866967186082e-14,0.00013990286222750932,8.253003282099696e-20,0.002319154963615655,2.4159783622412e-15,0.00016379948715951144,2.85821398466557e-06,268.1645108941888,425000.0,0.35,1261440000000000.0,1354666666666.6665,33000000000.0,True
1.465132117941992e-14,0.00013989844386949447,9.06732204501583e-20,0.0018282447776120894,2.6786462715598144e-15,0.0001638112394848364,2.864007683094659e-06,264.6908487991124,475000.0,0.35,1261440000000000.0,1354666666666.6665,33000000000.0,True
1.5681117937178402e-14,0.0001398938792218011,1.2912424507664478e-19,0.0013975322870062978,2.943424468766643e-15,0.00016382304258230664,2.8706116278493187e-06,260.9541157609949,525000.0,0.35,1261440000000000.0,1354666666666.6665,33000000000.0,True
1.8548994412200228e-14,0.00013988916099183076,2.123836457435092e-19,0.0010284873681408824,3.1595017089185118e-15,0.00016383488404396563,2.878053241612174e-06,256.9019574581341,575000.0,0.35,1261440000000000.0,1354666666666.6665,33000000000.0,True
2.4259360864752957e-14,0.00013988428158672389,3.972626986864252e-19,0.0007231886267847847,3.280177601010872e-15,0.00016384676949632098,2.886335212733471e-06,252.48823195198878,625000.0,0.35,1261440000000000.0,1354666666666.6665,33000000000.0,True
3.601333217253234e-14,0.00013987923357871825,8.586693775018611e-19,0.00048061247124462367,3.265147803874467e-15,0.0001638587260181988,2.8954274041500385e-06,247.64591157873772,675000.0,0.35000000000000003,1261440000000000.0,1354666666666.6665,33000000000.0,True
6.290270231197468e-14,0.0001398740101009022,2.2155862719050994e-18,0.0002988681415760103,3.1045300936372447e-15,0.0001638708028905426,2.9052624459731786e-06,242.3346652131261,725000.0,0.35,1261440000000000.0,1354666666666.6665,33000000000.0,True
1.3452546710426065e-13,0.0001398686054938271,7.172188384334333e-18,0.00017114188308793262,2.8331033637459482e-15,0.00016388306682313966,2.9157399931194384e-06,236.47777949090056,775000.0,0.35,1261440000000000.0,1354666666666.6665,33000000000.0,True
3.5450564009850815e-13,0.00013986301565619363,2.977977845959692e-17,8.890746762383928e-05,2.546171864394402e-15,0.00016389559335762798,2.926740625324097e-06,230.0380789350521,825000.0,0.35,1261440000000000.0,1354666666666.6665,33000000000.0,True
1.0486936779495012e-12,0.000139857237605708,1.4581309138378966e-16,4.128339710223064e-05,2.354671870453541e-15,0.00016390845731342448,2.9381497459136947e-06,223.00863844813122,875000.0,0.35,1261440000000000.0,1354666666666.6665,33000000000.0,True
2.7851606421044393e-12,0.0001398512694858581,6.534384589397127e-16,1.669090710632689e-05,2.313829544035898e-15,0.0001639217226681338,2.9498770525803583e-06,215.32541808542427,925000.0,0.35,1261440000000000.0,1354666666666.6665,33000000000.0,True
4.199242726202975e-12,0.00013984486152149078,1.1174360391980728e-15,1.7265857095319e-05,2.9602431731835894e-15,0.00016393597966302194,2.962333270866924e-06,215.0,975000.0,0.35,1261440000000000.0,1354666666666.6665,33000000000.0,True
5.673228011933541e-12,0.00013983763007375727,1.6803034053122794e-15,1.2199945651086406e-05,3.460174947584383e-15,0.00016395209996428325,2.9762764019186534e-06,215.0,1025000.0,0.22897570974087547,1261440000000000.0,1354666666666.6665,33000000000.0,True
7.260338348164132e-12,0.00013982840581226567,2.328534864635665e-15,9.37150741728756e-06,4.109273289301856e-15,0.00016397273962601364,2.993893211865244e-06,215.0,1075000.0,0.16285376180320207,1261440000000000.0,1354666666666.6665,33000000000.0,True
9.003399738507858e-12,0.00013981507681095013,3.071949879671556e-15,7.872014040009002e-06,4.9154001158680785e-15,0.0001640027116811998,3.0190799798059632e-06,215.0,1125000.0,0.12665905646484482,1261440000000000.0,1354666666666.6665,33000000000.0,True
1.1048874005712829e-11,0.0001397955457952953,3.9513969041567906e-15,7.3034655229557705e-06,5.897227524728076e-15,0.00016404688275554867,3.0555649970728203e-06,215.0,1175000.0,0.10880444852554903,1261440000000000.0,1354666666666.6665,33000000000.0,True
1.3861397861118558e-11,0.00013976694841423665,5.132633578761383e-15,7.270039719717311e-06,7.06808042793141e-15,0.00016411196191815598,3.10834391311318e-06,215.0,1225000.0,0.10028292010900319,1261440000000000.0,1354666666666.6665,33000000000.0,True
1.8403420556146208e-11,0.00013972510580857506,6.9913591977209456e-15,7.258450128908315e-06,8.415709393301886e-15,0.00016420780342558597,3.1846026180986285e-06,215.0,1275000.0,0.09270685402915337,1261440000000000.0,1354666666666.6665,33000000000.0,True
2.6197727804421798e-11,0.00013966392370542814,1.0104879976023041e-14,7.240359637412277e-06,9.952082697331276e-15,0.00016434888705027113,3.294659299919779e-06,215.0,1325000.0,0.08562706991137815,1261440000000000.0,1354666666666.6665,33000000000.0,True
3.9537307974059555e-11,0.00013957451678321206,1.530074516290647e-14,7.212183146619628e-06,1.1678188267584407e-14,0.00016455648517415855,3.4533253460922676e-06,215.0,1375000.0,0.07897796319139914,1261440000000000.0,1354666666666.6665,33000000000.0,True
5.99518372349041e-11,0.00013945586940660823,2.3005986603121688e-14,7.172411003133186e-06,1.361488695928227e-14,0.00016483393130859754,3.6609771346212144e-06,215.0,1425000.0,0.07272736117935576,1261440000000000.0,1354666666666.6665,33000000000.0,True
8.669001200367847e-11,0.00013931381530188174,3.271353600562941e-14,7.121880789192496e-06,1.5788596562848285e-14,0.00016516850942407268,3.9060945208445446e-06,215.0,1475000.0,0.06686919310920537,1261440000000000.0,1354666666666.6665,33000000000.0,True
1.1878420634129724e-10,0.0001391447087289802,4.385471689534815e-14,7.0582131579256145e-06,1.8168801279542547e-14,0.00016556970605566683,4.193716987381448e-06,215.0,1525000.0,0.061366325037303535,1261440000000000.0,1354666666666.6665,33000000000.0,True
1.558090919247867e-10,0.00013894311745009686,5.610159438981978e-14,6.978112287830445e-06,2.0714122989694514e-14,0.0001660514514551641,4.5316478836257e-06,215.0,1575000.0,0.05618009982234115,1261440000000000.0,1354666666666.6665,33000000000.0,True
1.9769982694332397e-10,0.00013871230354857336,6.928375614114515e-14,6.881633842458932e-06,2.344429691180073e-14,0.0001666069956205273,4.9130107886924655e-06,215.0,1625000.0,0.05130392182174107,1261440000000000.0,1354666666666.6665,33000000000.0,True
2.4502025921789604e-10,0.00013845962159710716,8.342949813664938e-14,6.770899058791086e-06,2.6426463032941954e-14,0.00016721945198894478,5.324591282871175e-06,215.0,1675000.0,0.046743910247047396,1261440000000000.0,1354666666666.6665,33000000000.0,True
2.990655684797402e-10,0.00013818760019493028,9.875024587213404e-14,6.6463207987770795e-06,2.97141293383455e-14,0.0001678832901790364,5.761509475845364e-06,215.0,1725000.0,0.042489824816995654,1261440000000000.0,1354666666666.6665,33000000000.0,True
3.610971229015732e-10,0.00013790060389523958,1.153773373145091e-13,6.5093830643434865e-06,3.3380897008639795e-14,0.00016858831045026492,6.216204681006902e-06,215.0,1775000.0,0.038536623165857445,1261440000000000.0,1354666666666.6665,33000000000.0,True
4.324067983198484e-10,0.0001376026879700148,1.3338085442426623e-13,6.361694417099448e-06,3.750799254829293e-14,0.0001693248453346898,6.681919362072443e-06,215.0,1825000.0,0.0348772360394403,1261440000000000.0,1354666666666.6665,33000000000.0,True
5.145239634341706e-10,0.0001372961000781461,1.528289679598536e-13,6.204170745854161e-06,4.217570800508987e-14,0.0001700875237058197,7.154954271455639e-06,215.0,1875000.0,0.031498775549847834,1261440000000000.0,1354666666666.6665,33000000000.0,True
6.086228050710992e-10,0.00013698780428458786,1.7360254948638773e-13,6.040355343639005e-06,4.7513977457808347e-14,0.0001708590763472389,7.624567175552937e-06,215.0,1925000.0,0.028399999651570793,1261440000000000.0,1354666666666.6665,33000000000.0,True
7.153895887881248e-10,0.00013668644474552793,1.9537528696317806e-13,5.8750594989595224e-06,5.3686426697579073e-14,0.00017161771129665945,8.07787797811018e-06,215.0,1975000.0,0.025581103391856805,1261440000000000.0,1354666666666.6665,33000000000.0,True
8.360407489065532e-10,0.00013639337825161819,2.1792952371609936e-13,5.709382711603006e-06,6.082259325798452e-14,0.00017235972450464272,8.513279407741347e-06,215.0,2025000.0,0.023022503925376754,1261440000000000.0,1354666666666.6665,33000000000.0,True
9.718594494854567e-10,0.00013610791790150717,2.4102958939858696e-13,5.543270537586491e-06,6.904977210675623e-14,0.0001730865808713866,8.9321962224414e-06,215.0,2075000.0,0.020700989655844104,1261440000000000.0,1354666666666.6665,33000000000.0,True
1.1244080442114813e-09,0.00013582825193410815,2.6447926563483456e-13,5.375935231146258e-06,7.850180227722516e-14,0.00017380267517840844,9.337612685336312e-06,215.0,2125000.0,0.018592848500901604,1261440000000000.0,1354666666666.6665,33000000000.0,True
1.295400741987684e-09,0.00013555311152873387,2.8808330544437996e-13,5.2068138671164495e-06,8.933552720813062e-14,0.00017451109915080334,9.731614362581608e-06,215.0,2175000.0,0.01667769621814105,1261440000000000.0,1354666666666.6665,33000000000.0,True
1.4865170411504928e-09,0.00013528241977842797,3.116049291936881e-13,5.03601783474499e-06,1.0174100499664158e-13,0.00017521192769234134,1.0114515935239984e-05,215.0,2225000.0,0.014939243342317285,1261440000000000.0,1354666666666.6665,33000000000.0,True
1.6997124271101632e-09,0.00013501609894069302,3.3484215758712135e-13,4.863641033479623e-06,1.159374163189931e-13,0.0001759052522364187,1.0486613526510648e-05,215.0,2275000.0,0.013362429371227509,1261440000000000.0,1354666666666.6665,33000000000.0,True
1.937201716206007e-09,0.00013475407015743602,3.5762024998406687e-13,4.689761532241946e-06,1.3217641321354072e-13,0.00017659117989606363,1.084818724959088e-05,215.0,2325000.0,0.011933352383211375,1261440000000000.0,1354666666666.6665,33000000000.0,True
2.201418350331081e-09,0.00013449625330192458,3.7977887316817504e-13,4.514443127504086e-06,1.5074707109316924e-13,0.0001772698324113245,1.1199503294931712e-05,215.0,2375000.0,0.010639198596073415,1261440000000000.0,1354666666666.6665,33000000000.0,True
2.494787226174083e-09,0.00013424256697239337,4.0112530204565647e-13,4.337737198929841e-06,1.7198223192382195e-13,0.00017794134446184914,1.154081561467662e-05,215.0,2425000.0,0.009468173707111756,1261440000000000.0,1354666666666.6665,33000000000.0,True
2.819052412297973e-09,0.00013399292857710295,4.2131685675911424e-13,4.159685830734956e-06,1.9626911646486582e-13,0.00017860586046996349,1.187236778891665e-05,215.0,2475000.0,0.008409438266932474,1261440000000000.0,1354666666666.6665,33000000000.0,True
3.1738288882873455e-09,0.00013374725445500164,4.396385569158271e-13,3.980328467386638e-06,2.2407245002700812e-13,0.00017926352769303278,1.2194396805013629e-05,215.0,2525000.0,0.007453050566653347,1261440000000000.0,1354666666666.6665,33000000000.0,True
3.554263815506394e-09,0.00013350546012750117,4.5470034624957166e-13,3.799716336295569e-06,2.559856084615394e-13,0.00017991448112201624,1.2507142539701776e-05,215.0,2575000.0,0.006589921666476521,1261440000000000.0,1354666666666.6665,33000000000.0,True
3.948494388552787e-09,0.00013326746069533397,4.642239051422843e-13,3.617940129146322e-06,2.928273113660833e-13,0.00018055881461865103,1.2810869716324381e-05,215.0,2625000.0,0.0058117857191855755,1261440000000000.0,1354666666666.6665,33000000000.0,True
4.33685466143622e-09,0.0001330331714353218,4.652637835991086e-13,3.435175172323949e-06,3.3578343044852143e-13,0.00018119653399779106,1.3105910287000023e-05,215.0,2675000.0,0.005111183421972813,1261440000000000.0,1354666666666.6665,33000000000.0,True
4.695374199369825e-09,0.00013280250876150388,4.551775131509522e-13,3.251742844822985e-06,3.865454304546614e-13,0.0001818274931849562,1.3392729778942322e-05,215.0,2725000.0,0.0044814478769924755,1261440000000000.0,1354666666666.6665,33000000000.0,True
5.004281118301331e-09,0.00013257539152608159,4.331411434730194e-13,3.0681778602258265e-06,4.4734491176239945e-13,0.00018245132423273133,1.3672008872639603e-05,215.0,2775000.0,0.003916674514922044,1261440000000000.0,1354666666666.6665,33000000000.0,True
5.258034714636882e-09,0.00013235174233103782,4.012169817103037e-13,2.8852823642902605e-06,5.207982480285178e-13,0.00018306738121964128,1.3944714976274304e-05,215.0,2825000.0,0.0034116563597178418,1261440000000000.0,1354666666666.6665,33000000000.0,True
5.470640637743836e-09,0.00013213148839807005,3.639222114532082e-13,2.704145025459508e-06,6.095879995794478e-13,0.0001836747208211421,1.421213018158495e-05,215.0,2875000.0,0.0029617756633916756,1261440000000000.0,1354666666666.6665,33000000000.0,True
5.67264915561708e-09,0.0001319145615486021,3.26449442775491e-13,2.5261093662877347e-06,7.161218985364028e-13,0.00018427213588281623,1.4475813347028607e-05,215.0,2925000.0,0.0025628592949280453,1261440000000000.0,1354666666666.6665,33000000000.0,True
5.902415161528791e-09,0.00013170089712462174,2.9286967706711855e-13,2.3526894100142757e-06,8.423067290199563e-13,0.00018485824367524885,1.4737500128649342e-05,215.0,2975000.0,0.0022110209394168496,1261440000000000.0,1354666666666.6665,33000000000.0,True
6.197569788576215e-09,0.00013149043219032167,2.653823487136235e-13,2.1854470434771954e-06,9.894876456146748e-13,0.00018543161320137974,1.4998966995010496e-05,215.0,3025000.0,0.0019025207310498875,1261440000000000.0,1354666666666.6665,33000000000.0,True
6.590666284089344e-09,0.0001312831035113581,2.445751689737127e-13,2.025856900184895e-06,1.1585430509699236e-12,0.00018599090450099187,1.5261891971179103e-05,215.0,3075000.0,0.001633668500476255,1261440000000000.0,1354666666666.6665,33000000000.0,True
7.109059091883367e-09,0.00013107884577615353,2.3007441730082044e-13,1.8751864441576915e-06,1.3500997865898109e-12,0.00018653499146190384,1.5527738619850723e-05,215.0,3125000.0,0.0014007830917908191,1261440000000000.0,1354666666666.6665,33000000000.0,True
7.776929890484475e-09,0.0001308775903566398,2.211124651286783e-13,1.734411668596691e-06,1.5647574589917075e-12,0.0001870630476570862,1.5797678470816402e-05,215.0,3175000.0,0.0012002040644626519,1261440000000000.0,1354666666666.6665,33000000000.0,True
8.61920452938276e-09,0.00013067877052259702,2.1690304849700978e-13,1.6038526558523747e-06,1.8033879853651196e-12,0.0001875758621168804,1.6073238571595625e-05,215.0,3225000.0,0.0010281324051213685,1261440000000000.0,1354666666666.6665,33000000000.0,True
9.664192708069726e-09,0.0001304816358340407,2.167753930848378e-13,1.4834544832245864e-06,2.0674516972193167e-12,0.00018807495011872495,1.635594895989947e-05,215.0,3275000.0,0.0008809386830798698,1261440000000000.0,1354666666666.6665,33000000000.0,True
1.0943378503807735e-08,0.00013028593609212943,2.2015560158529157e-13,1.3732386018149124e-06,2.3591087666814975e-12,0.0001885607855161883,1.664640564641392e-05,215.0,3325000.0,0.0007554566252757223,1261440000000000.0,1354666666666.6665,33000000000.0,True
1.2493144989332022e-08,0.0001300916154236168,2.2657609683397282e-13,1.2730969315462716e-06,2.6813979642404033e-12,0.00018903359619546823,1.6944689323347293e-05,215.0,3375000.0,0.0006488170856579164,1261440000000000.0,1354666666666.6665,33000000000.0,True
1.43564516650469e-08,0.00012989861406360664,2.356691670082638e-13,1.1827152779938485e-06,3.0382894613438403e-12,0.00018949382205044632,1.7250694245401492e-05,215.0,3425000.0,0.0005583975274209156,1261440000000000.0,1354666666666.6665,33000000000.0,True
1.658357823538117e-08,0.0001297068691760739,2.4714278343553743e-13,1.101628886773418e-06,3.4345644028977086e-12,0.00018994205811255147,1.756418373503125e-05,215.0,3475000.0,0.00048184378855987617,1261440000000000.0,1354666666666.6665,33000000000.0,True
1.9231942441075544e-08,0.00012951631565655998,2.607590761973655e-13,1.0292736856493998e-06,3.875362856043787e-12,0.000190379002646357,1.7884839603181986e-05,215.0,3525000.0,0.0004170755051617002,1261440000000000.0,1354666666666.6665,33000000000.0,True
2.2368923887843655e-08,0.00012932656228072505,2.763544887621824e-13,9.649203776218706e-07,4.365824515753554e-12,0.0001908061450210231,1.8212857273585064e-05,215.0,3575000.0,0.00036223745362064306,1261440000000000.0,1354666666666.6665,33000000000.0,True
2.609330375977504e-08,0.00012913587398920496,2.9398876747433097e-13,9.074510157896791e-07,4.913949751819389e-12,0.0001912279347922221,1.855082648179105e-05,215.0,3625000.0,0.00031560822865224676,1261440000000000.0,1354666666666.6665,33000000000.0,True
3.0527377774749297e-08,0.00012894281918931908,3.137562511299876e-13,8.559974730692709e-07,5.529455183821548e-12,0.00019164798579983074,1.890101469851852e-05,215.0,3675000.0,0.0002758201903432912,1261440000000000.0,1354666666666.6665,33000000000.0,True
3.580070356436976e-08,0.00012874730269144194,3.356283528690498e-13,8.101290768243045e-07,6.221096012204474e-12,0.0001920669157599603,1.9263431729461614e-05,215.0,3725000.0,0.00024184740222746626,1261440000000000.0,1354666666666.6665,33000000000.0,True
4.207415360974627e-08,0.00012854922618545594,3.5963405934090437e-13,7.694143275211672e-07,6.9998455655324096e-12,0.00019248534859522872,1.9638154802907672e-05,215.0,3775000.0,0.00021280719228273842,1261440000000000.0,1354666666666.6665,33000000000.0,True
4.9544279647064333e-08,0.000128348488668836,3.8584182050888783e-13,7.334317506836845e-07,7.878486130634307e-12,0.00019290390391065023,2.0025346709928642e-05,215.0,3825000.0,0.00018794455770279494,1261440000000000.0,1354666666666.6665,33000000000.0,True
5.844875317928592e-08,0.00012814498689634637,4.143505883225473e-13,7.017770398625137e-07,8.87143090819773e-12,0.00019332318903917385,2.0425274126505348e-05,215.0,3875000.0,0.00016661665289989834,1261440000000000.0,1354666666666.6665,33000000000.0,True
6.907132613971645e-08,0.0001279386157634281,4.4527609471689625e-13,6.740675001612302e-07,9.994454916893326e-12,0.00019374379343884757,2.0838322968289465e-05,215.0,3925000.0,0.0001482781057578488,1261440000000000.0,1354666666666.6665,33000000000.0,True
8.174494783448384e-08,0.00012772926861057894,4.787298145457461e-13,6.499446273172912e-07,1.1264199081552451e-11,0.00019416628479358358,2.1265008608443094e-05,215.0,3975000.0,0.0001324675718661887,1261440000000000.0,1354666666666.6665,33000000000.0,True
9.685183246806003e-08,0.00012751683737711287,5.147911937492191e-13,6.290755174940321e-07,1.2697422299981169e-11,0.0001945912063708344,2.1705979024317724e-05,215.0,4025000.0,0.00011879571162000057,1261440000000000.0,1354666666666.6665,33000000000.0,True
1.1481957344083112e-07,0.00012730121255994975,5.534752110776464e-13,6.111536619827327e-07,1.4310072572604242e-11,0.0001950190753118248,2.2162009250164296e-05,215.0,4075000.0,0.0001069346235885391,1261440000000000.0,1354666666666.6665,33000000000.0,True
1.361129236784377e-07,0.00012708228301470319,5.946981942850659e-13,5.958995132043965e-07,1.61163339824453e-11,0.00019545038156263374,2.2633986287877746e-05,215.0,4125000.0,9.660866657947777e-05,1261440000000000.0,1354666666666.6665,33000000000.0,True
1.612215775541437e-07,0.00012685993553366602,6.382452330557258e-13,5.8306101184378e-07,1.8127861210951496e-11,0.00019588558752331583,2.312288529503054e-05,215.0,4175000.0,8.758654046692188e-05,1261440000000000.0,1354666666666.6665,33000000000.0,True
1.9064503892887502e-07,0.00012663405425514102,6.837425547303165e-13,5.724141062450327e-07,2.0353411339456904e-11,0.00019632512835800095,2.3629739259893125e-05,215.0,4225000.0,7.967447200783917e-05,1261440000000000.0,1354666666666.6665,33000000000.0,True
2.2487627493877762e-07,0.00012640452003459348,7.306379900935389e-13,5.637631677527417e-07,2.279902221538585e-11,0.00019676941280556348,2.4155605560052056e-05,215.0,4275000.0,7.271035118386111e-05,1261440000000000.0,1354666666666.6665,33000000000.0,True
2.643862051031758e-07,0.00012617120981053536,7.781921349125194e-13,5.569411317088324e-07,2.546879275271669e-11,0.0001972188245084021,2.4701533715956463e-05,215.0,4325000.0,6.655867904667526e-05,1261440000000000.0,1354666666666.6665,33000000000.0,True
3.096110506821881e-07,0.00012593399605402745,8.254817986585515e-13,5.518091945655354e-07,2.8366228690463165e-11,0.0001976737237143115,2.526853842466581e-05,215.0,4375000.0,6.110621327582962e-05,1261440000000000.0,1354666666666.6665,33000000000.0,True
3.6094421094299286e-07,0.00012569274639940816,8.714159483817043e-13,5.482559420087481e-07,3.149606503098937e-11,0.00019813444912471925,2.5857581109219534e-05,215.0,4425000.0,5.6258222071769864e-05,1261440000000000.0,1354666666666.6665,33000000000.0,True
4.187337707974676e-07,0.00012544732348027357,9.147630048113802e-13,5.461958504413272e-07,3.486647955926521e-11,0.00019860131974389975,2.646956214173781e-05,215.0,4475000.0,5.1935276448288696e-05,1261440000000000.0,1354666666666.6665,33000000000.0,True
4.832861117811776e-07,0.00012519758498094583,9.541876358144138e-13,5.4556717471894e-07,3.8491654950477724e-11,0.00019907463656625466,2.710532462271761e-05,215.0,4525000.0,4.807052407143818e-05,1261440000000000.0,1354666666666.6665,33000000000.0,True
5.548755255572879e-07,0.0001249433839145611,9.882956428167846e-13,5.463292884358556e-07,4.2394699931042076e-11,0.00019955468391655951,2.7765669484103432e-05,215.0,4575000.0,4.46073947061849e-05,1261440000000000.0,1354666666666.6665,33000000000.0,True
6.337593014728978e-07,0.0001246845690834916,1.0156871561957066e-12,5.484595741092276e-07,4.6610971586120594e-11,0.0002000417303638966,2.845138102983351e-05,215.0,4625000.0,4.149769030180185e-05,1261440000000000.0,1354666666666.6665,33000000000.0,True
7.201974624624585e-07,0.0001244209856629759,1.035020306778413e-12,5.519499743344732e-07,5.119183047264758e-11,0.0002005360291743775,2.9163261578546772e-05,215.0,4675000.0,3.870001419580971e-05,1261440000000000.0,1354666666666.6665,33000000000.0,True
8.144761031725819e-07,0.00012415247591397746,1.0450883500002827e-12,5.568033166108451e-07,5.6208807528391435e-11,0.00020103781817458474,2.9902173397564047e-05,215.0,4725000.0,3.617849525822777e-05,1261440000000000.0,1354666666666.6665,33000000000.0,True
9.169331789241256e-07,0.00012387887994499364,1.0449113922489615e-12,5.630295236706473e-07,6.175809456512814e-11,0.00020154731909761256,3.06690861161008e-05,215.0,4775000.0,3.390176500470175e-05,1261440000000000.0,1354666666666.6665,33000000000.0,True
1.0279855214401834e-06,0.00012360003647477434,1.0338385459889977e-12,5.706418207473294e-07,6.796521174444462e-11,0.0002020647364631071,3.146512752776477e-05,215.0,4825000.0,3.18421487076305e-05,1261440000000000.0,1354666666666.6665,33000000000.0,True
1.1481558578816488e-06,0.00012331578358400636,1.011648396534106e-12,5.796530498053054e-07,7.498968789780183e-11,0.00020259025601684617,3.229163542991928e-05,215.0,4875000.0,2.997503492646777e-05,1261440000000000.0,1354666666666.6665,33000000000.0,True
1.2781270043487754e-06,0.00012302589638265403,9.786376179419235e-13,5.900744641865329e-07,8.303250826290339e-11,0.00020312415881808355,3.3150394916309174e-05,215.0,4925000.0,2.8278500060820713e-05,1261440000000000.0,1354666666666.6665,33000000000.0,True
1.4187593880532194e-06,0.0001227301166746328,9.356610602578093e-13,6.019123245501874e-07,9.233974691908521e-11,0.0002036667639902593,3.404361483594838e-05,215.0,4975000.0,2.673289146955929e-05,1261440000000000.0,1354666666666.6665,33000000000.0,True
1.5710703405985773e-06,0.00012242824702613875,8.841190353435619e-13,6.151613474093451e-07,1.0320112167792524e-10,0.0002042182545310301,3.4973694386732e-05,215.0,5025000.0,2.5320370830830454e-05,1261440000000000.0,1354666666666.6665,33000000000.0,True
1.7362617470236304e-06,0.00012212012053031148,8.258768518673297e-13,6.29802883211768e-07,1.1595262621226694e-10,0.00020477873251171976,3.5943341347061996e-05,215.0,5075000.0,2.4024765789908027e-05,1261440000000000.0,1354666666666.6665,33000000000.0,True
1.915746301533899e-06,0.00012180557132028494,7.631074926050563e-13,6.458043158551791e-07,1.3097822173270883e-10,0.00020534827189538197,3.695568536068078e-05,215.0,5125000.0,2.2831483404258695e-05,1261440000000000.0,1354666666666.6665,33000000000.0,True
2.1111556968812455e-06,0.00012148443442904061,6.980920913808065e-13,6.631180212691106e-07,1.4870805619387778e-10,0.00020592691746813499,3.8014293607076754e-05,215.0,5175000.0,2.1727404894739363e-05,1261440000000000.0,1354666666666.6665,33000000000.0,True
2.324343628023996e-06,0.00012115654546653588,6.330156316141701e-13,6.816809824675221e-07,1.696141882007631e-10,0.00020651468431852856,3.912317558093997e-05,215.0,5225000.0,2.070080422470219e-05,1261440000000000.0,1354666666666.6665,33000000000.0,True
2.557383284770373e-06,0.00012082174009805912,5.697924393910628e-13,7.01415074074922e-07,1.9420343793230656e-10,0.00020711155798896423,4.028677668040229e-05,215.0,5275000.0,1.9741280543145565e-05,1261440000000000.0,1354666666666.6665,33000000000.0,True
2.81255905970009e-06,0.00012047985336931155,5.099472545849876e-13,7.222280005342676e-07,2.230070259086777e-10,0.0002077174952965582,4.150996047094964e-05,215.0,5325000.0,1.883969662613131e-05,1261440000000000.0,1354666666666.6665,33000000000.0,True
3.0923523275317387e-06,0.00012013071891903787,4.545623949288258e-13,7.440148476858393e-07,2.565667247750541e-10,0.00020833242581950432,4.2797979788426014e-05,215.0,5375000.0,1.79881175340307e-05,1261440000000000.0,1354666666666.6665,33000000000.0,True
3.399421321391821e-06,0.00011977416809879966,4.042859862310978e-13,7.666601875885992e-07,2.954173545222674e-10,0.000208956254078676,4.4156437122483286e-05,215.0,5425000.0,1.717974563266226e-05,1261440000000000.0,1354666666666.6665,33000000000.0,True
3.736575266853065e-06,0.00011941002905033348,3.5938534798032235e-13,7.900406579379707e-07,3.400656307264763e-10,0.000209588862390304,4.559123474216103e-05,215.0,5475000.0,1.6408849740976096e-05,1261440000000000.0,1354666666666.6665,33000000000.0,True
4.106743097271787e-06,0.00011903812578060828,3.1982535997523854e-13,8.14027925452033e-07,3.9096572613582985e-10,0.00021023011438542347,4.710851514379879e-05,215.0,5525000.0,1.5670687574371842e-05,1261440000000000.0,1354666666666.6665,33000000000.0,True
4.512937246870318e-06,0.00011865827728128588,2.8535311964394134e-13,8.384919320623565e-07,4.484925213301731e-10,0.0002108798591755313,4.871459248330988e-05,215.0,5575000.0,1.496142170612566e-05,1261440000000000.0,1354666666666.6665,33000000000.0,True
4.958213292366771e-06,0.0001182702967194469,2.555749931258356e-13,8.633043140311143e-07,5.129145855148898e-10,0.00021153793616188502,5.041587595688453e-05,215.0,5625000.0,1.427803002581407e-05,1261440000000000.0,1354666666666.6665,33000000000.0,True
5.445626643891906e-06,0.00011787399071767739,2.300177128804306e-13,8.883418721068825e-07,5.84370694953234e-10,0.0002122041804695554,5.2218786594047256e-05,215.0,5675000.0,1.3618212098448118e-05,1261440000000000.0,1354666666666.6665,33000000000.0,True
5.978188170932668e-06,0.00011746915875546621,2.0816969266797176e-13,9.13489952110302e-07,6.628566458117733e-10,0.00021287842891969564,5.412966968965057e-05,215.0,5725000.0,1.298029297271368e-05,1261440000000000.0,1354666666666.6665,33000000000.0,True
6.558821849297558e-06,0.00011705559268976983,1.8950138715221066e-13,9.386455714127664e-07,7.482340951853746e-10,0.00021356052645727579,5.615470660857494e-05,215.0,5775000.0,1.2363125980919624e-05,1261440000000000.0,1354666666666.6665,33000000000.0,True
7.190329396885552e-06,0.0001166330764057918,1.7346446804212548e-13,9.637200871755513e-07,8.402838246572305e-10,0.00021425033286840935,5.829983178755114e-05,215.0,5825000.0,1.1765995850554709e-05,1261440000000000.0,1354666666666.6665,33000000000.0,True
7.879658193177245e-06,0.00011619868373508132,1.5946637221123857e-13,9.88797119532734e-07,9.398372070274424e-10,0.00021495208734571006,6.058487948202271e-05,215.0,5875000.0,1.1190288305302512e-05,1261440000000000.0,1354666666666.6665,33000000000.0,True
